sentence,matches
يشار إلى أن اقتصاد جنوب أفريقيا يتمتع بوجود قاعدة صناعية متقدمة وبنية تكنولوجية حديثة قادرة على المنافسة العالمية، وهو ما انعكس على هيكل صادرات وواردات جنوب أفريقيا المتنوع بشكل كبير.,"['كما يبدي القادة الباكستانيون حرصهم أيضا على أن يلعبوا دورا في تدريب القوات الأفغانية، وهو اقتراح يُقال إن كرزاي يتعامل معه ببرودة في الوقت الراهن.', 'وقال المتحدث باسم وزارة الخارجية الامريكية ايان كيلي الجمعة ""على الرغم من أن التقرير يتناول كل أطراف الصراع، إلا أنه يركز بشكل كبير على ما قامت به إسرائيل"".', 'ويشرح فكرته قائلا إن اليمن ""على الرغم من أنه يصارع ضد التمرد الداخلي، فهو ليس دولة فاشلة، وهو يتمتع بعائدات نفطية معتبرة وتقبل حكومته بدعم عسكري أمريكي"".', 'ولكن أعتقد أن على المدى البعيد من حق كل طفل يهودي وكل طفلة أن يعيشوا في سلام وفي حرية وفي ديمقراطية بدون صهيونية كما يعيش اليوم البيض في جنوب افريقيا بعد نهاية نظام الأبارتايد (الفصل العنصري).', 'يشار إلى أن  صناعة السينما في العراق تراجعت الى حد كبير جدا، واقفلت اكثر من تسعين في المئة من دون السينما ابوابها، وتحول البعض منها الى مخازن لبضائع مختلفة.']"
ودخلت المانيا في نفق مظلم بعد خروجها المذل من الدور الاول لنهائيات كأس الامم الاوروبية في بلجيكا وهولندا في حزيران/يونيو الماضي وهي حاملة اللقب قبل 4 سنوات خصوصا اثر خسارتها امام البرتغال صفر-3 علما بان الاخيرة اراحت ابرز نجومها وعلى رأسهم لويس فيغو اغلى لاعب في العالم حاليا.,"['سنبقى في العراق بعد الثلاثين من يونيو/حزيران بلا  شك.""', 'وبدأت محاكمة حمدان في 14 يونيو/حزيران.', 'يشار إلى ان شهر اغسطس/آب الماضي كان الأشد دموية في العراق منذ اكثر من عام في تدهور واضح للامن وتحد لرئيس الوزراء العراقي نوري المالكي الذي تسلمت حكومته الملف الأمني بالكامل في المدن والبلدات بعد انسحاب القوات الأمريكية منذ نهاية يونيو/حزيران الماضي.', '/>                            الرئيسية          الشرق الأوسط   \t\t  العالم   \t\t  شارك برأيك   \t\t  اقتصاد وأعمال   \t\t  منوعات  \t \t\t  علوم وتكنولوجيا   \t\t  رياضة   \t\t  راديو وتلفزيون                   آخر تحديث:  \xa0الاحد, 14 مارس/ آذار, 2010, 13:54 GMT            جنبلاط: ما قلته عن الاسد غير لائق وجاء في لحظة غضب                قال النائب اللبناني وليد جنبلاط الذي كان خلال الاعوام الاخيرة من اشد المعارضين لسوريا ان ""ما صدر منه من كلام بحق الرئيس السوري بشار الاسد جاء في لحظة غضب وهو كلام غير لائق"".', '/>                           الرئيسية          الشرق الأوسط   \t\t  العالم   \t\t  شارك برأيك   \t\t  اقتصاد وأعمال   \t\t  منوعات  \t \t\t  علوم وتكنولوجيا   \t\t  رياضة   \t\t  راديو وتلفزيون                  بورا يودع المنتخب العراقي                يبدو ان المدرب الصربي بورا ميلوتينوفيتش سيطوي صفحة اخرى من سجله الحافل بعد فشل المنتخب العراقي في التأهل للدور الثاني من بطولة القارات المقامة في جنوب افريقيا.']"
واستكملت ثلاث ناقلات فقط عمليات الشحن وكلها لشركات تكرير هندية.,"['اليوم، هنا، في المير ولاهاي، وغدا في كل هولندا.', 'بالطبع قد تكون هناك معسكرات سرية، ولكننا نسحقها عندما نجدها.""', 'واغلقت مدارس عديدة وتعطلت رحلات طيران وتعمل المستشفيات لحالات الطواريء فقط.', 'وهذا العام هو الاكثر دموية حتى الآن بالنسة لقوات التحالف.', 'الا ان ايران تصر على ان تجري عمليات تبادل لليورانيوم على اراضيها فقط.']"
وأوضح القرنشاوي أن اللائحة الجديدة لقانون البنك المركزي ضمت العديد من النقاط في القانون القديم وجعلتها أكثر وضوحاً حتى يتمكن من وضع السياسات ويسهل الالتزام بها ولا يحدث خلط بينها.,"['2005: أكثر من 96 في المئة.', 'ولا يهدف المركز الى تعليم الموسيقى فحسب بل "" السلوك الجيد الذي بات العديد من الشبان في العراق يفتقرون اليها منذ الغزو الامريكي"" حسبما يرى القائمون على المركز.', 'يورد التقرير مثالا على تلك المزاعم يتمثل بما صدر عن ""إئتلاف دولة القانون""، الذي يترأسه المالكي، من قول إن الأحزاب العلمانية في البلاد ارتكبت أعمال تزوير خلال الانتخابات الأخيرة.', 'لا أحد فوق القانون"".', 'وقد أعربت بعض الأوساط السياسية العراقية عن مخاوفها من أن يؤدي التأجيل المستمر لمشروع القانون إلى اعتماد مجلس النواب القانون القديم الذي ينص على اعتماد نظام القائمة المغلقة في اختيار مرشحي الكيانات السياسية لعضوية مجلس النواب.']"
"وقال المتحدث مانويل دي الميدا اي سيلفا ان انان ""يرحب بالضمانات التي تلقاها من الرئيس السوداني (عمر البشير) والتي تفيد باتخاذ جميع الاجراءات لضمان سلامة الطائرات والعاملين في عملية لايف لاين سودان"".","['وقال إي.', 'واعلن مسؤول تشادي ان وفدا رفيعا من بلاده التقى الخميس في الخرطوم الرئيس السوداني عمر البشير للبحث في ""مشاكل امنية"" بين تشاد والسودان اللتين يغلب التوتر على علاقاتهما.', 'وانتقد غازي صلاح الدين مستشار الرئيس السوداني عمر البشير، القانون الذي سينظم عملية الاستفتاء عام 2011 والذي تم تشريعه في ديسمبر/كانون الاول الماضي بعد شهور من الخلاف قائلا انه يفتقد الى تحديد موعد زمني نهائي لمناقشة هذه القضايا الكبرى.', 'الا ان منتقديها يعتبرونها محاولة من الاتحاد الافريقي لتجنب التعاون مع المحكمة الجنائية الدولية في قضية الاتهامات الموجهة الى الرئيس السوداني عمر البشير.', 'وقال مراسل لبي بي سي استنادا الى مصادر سودانية ان البشير استمع الى نصيحة نائبه علي عثمان طه الذي حذره من المجازفة خوفا من الطائرات الحربية اليونانية والاسرائيلية التي ربما تكون تترصد طائرته.']"
والقضية الاساسية التي يوردها التقرير هي تأكيده على ان العالم لن يشهد تطورات دراماتيكية على مدى العقد المقبل تعدل من هذا التوازن، لذا فان هناك الكثير من الاسباب التي تفسر بقاء نفط الشرق الأوسط كعامل مسيط في سوق النفط الدولية على مدى العقدين المقبلين.,"['هناك الكثير من القمع هنا.', 'هذا مهم.', 'وقال الناطق الاعلامي في وزارة النفط العراقية عاصم جهاد : ان الوزارة ستوقع على مدى الاسبوعين المقبلين بالاحرف الاولى على عقود تطوير الحقول النفطية التي تم طرحها خلال جولة التراخيص الثانية.', 'ان ذلك يحدث في كل بلدان العالم.""', 'ان ذلك يحدث في كل بلدان العالم.""']"
من هذا المنطلق ستبدأ سلطة الاشراف في الاعداد لوضع نظام مرن بما يمكن من تواصل الخدمات الاستشفائية والعيادات الخارجية كامل اليوم وتزامنا مع ذلك ستعمل السلطة على اسداء خدمات احسن للطب الاستعجالي من خلال خطة ستضبط للنهوض به. وفي نفس الاطار نذكر انه مع حلول سنة 2009 سيتم تعميم طب الاختصاص على كل الولايات.,"['اليوم في بغداد.', 'اليوم في بغداد.', 'في تقريرها اليوم.', 'هذا مهم.', 'لكن هذا ما حدث على كل حال.']"
وقال راشد إن الشركات العالمية بررت زيادة رسوم الشحن بارتفاع أسعار الوقود وتغطية خدمات الأمان على طائراتها.,"['وقال إي.', 'وقال إن الأزمة المالية  العالمية أثرت على الجميع.', 'وقالت الحكومة اليابانية إنها ستنهي مهمة تزويد قطع بحرية عاملة في أفغانستان بالوقود، بينما عرضت زيادة المساعدات المدنية.', 'وقال إنه عندما رست القطعة البحرية التي كان على متنها في قاعدة بحرية فرنسية، استقبل بحارتها استقبالا حارا.', 'وقال محللون إن اسعار النفط على المدى القصير يمكن ان تعتمد على قوة الدولار، وعلى مقدار تحسن الأداء في الشركات الأمريكية العملاقة.']"
دخلت النقابات في مصر على خط الحوار السياسي الذي يجريه الحزب الوطني الحاكم مع أحزاب المعارضة، إذ وجهت نقابة الصحافيين دعوة إلى رؤساء النقابات الأخرى إلى اجتماع يعقد منتصف الأسبوع المقبل للتشاور في شأن كيفية المشاركة في الحوار.,"['بيد أن مراقبين يرون ان هذه الاتفاقية ستؤثر في صياغة وتشكبل التحالفات السياسية المقبلة لدخول الانتخابات وربما تدفع بالاحزاب السياسية المعارضة الاخرى بالاتجاه نحو الحركة الشعبية لتكوين جبهة عريضة ضد المؤتمر الوطني الحاكم.', 'ونقلت وكالة الأنباء الفرنسية عن فاروق أبو عيسى المتحدث باسم التوافق الوطني – الذي يضم أبرز أحزاب المعارضة السودانية في ختام اجتماع في مدينة أم درمان- ""اذا ما اجريت الانتخابات فستكون كارثة للسودان"".', 'ونقلت وكالة الأنباء الفرنسية عن فاروق أبو عيسى المتحدث باسم التوافق الوطني – الذي يضم أبرز أحزاب المعارضة السودانية في ختام اجتماع في مدينة أم درمان- ""اذا ما اجريت الانتخابات فستكون كارثة للسودان"".', 'وتقول الأمم المتحدة إنها لن تكون قادرة على الإشراف على عملية الاقتراع إذا لم يقر النواب قانون الانتخابات اليوم، وهو ما قد ينعكس بدوره على الموقف الامني الذي يشهد تدهورا في الأسابيع الأخيرة.', 'وتقول الأمم المتحدة إنها لن تكون قادرة على الإشراف على عملية الاقتراع إذا لم يقر النواب قانون الانتخابات اليوم، وهو ما قد ينعكس بدوره على الموقف الامني الذي يشهد تدهورا في الأسابيع الأخيرة.']"
وبات موقف فريق الاهلي صعبا للغاية في البطولة الافريقية التي يسعى للفوز بلقبها وتضع جماهيره ايديها على قلوبها خشية انهياره.,"['وكان تخطي عقبة جنوب أفريقيا هو الفوز الرابع على التوالي للمنتخب البرازيلي في  البطولة التي يحمل لقبها.', 'وقالت الجمعية ان فريق محامي الدولة الاسرائيلية المعني بالقضية لم يقدم للمحكمة اي دليل على ان برلنتي كانت تقيم في الضفة بشكل غير قانوني.', 'وكانت السلطات الامريكية قد القت القبض على المري في شهر ديسمبر/كانون الاول 2001 عندما كان يدرس في جامعة برادلي بولاية الينوي.', 'إن من الروعة متابعة المباريات التي يلعب فيها، ويعزى له الفضل في تحقيق فريق تشيلسي نتائج طيبة وتصدر البطولة الإنجليزية خلال الموسم الحالي.', 'وكان رد الوزير الايراني ساخرا على موقف وزير الخارجية الامريكية هيلاري كلينتون بان الغرب بدأ ينفذ صبره من مماطلة ايران بقوله ""صحيح؟"".']"
ونفى بشدة تعرض القاهرة إلى أي ضغوط أجنبية بهدف حملها على البدء بعمليات الإصلاح الواسعة .,"['وسبق لمجلس الأمن الدولي أن فرض ثلاث حزم من العقوبات على إيران، وهناك ضغوط أخرى بهدف فرض مزيد من العقوبات عليها.', 'وقد عثر على جثة  بندر بن عبد الله  في احد اجنحة الفندق الواقعة في الطابق الثالث صباح الاثنين.', 'وسبق لمجلس الأمن الدولي أن فرض ثلاث جولات من العقوبات على إيران، وهناك ضغوط أخرى بهدف فرض مزيد من العقوبات عليها.', 'وأضاف البيان أن ""الجانبين شددا على الحاجة إلى إيجاد حل مناسب بالنسبة إلى المشكلة الحالية"".', 'وورد في بيان المنظمة ""أن الحكومة الليبية تعود إلى عهد السيطرة على الإعلام"".']"
أوضح المكتب أن قيمة صادرات الملابس الجاهزة بلغت نحو 236.37 مليون مقابل 198.38 العام الماضي بزيادة قدرها 19.15%.,"['وقال المكتب إن 408 الف نسمة اضيفوا الى عدد السكان العام الماضي ليرتفع التعداد العام الى 61.4 مليون نسمة.', 'يشار الى ان نحو 36 الف مهاجر قد حطوا على الاراضي الايطالية العام الماضي بزيادة قدرها 75% عن العام الاسبق.', 'فقد سحبت الشركة نحو 2,3 مليون سيارة في الولايات المتحدة الاسبوع الماضي بسبب الخلل في دواسة البنزين فيها.', 'وقد أعدمت السعودية 67 شخصا في العام الماضي، أي أقل من الرقم القياسي الذي بلغ 153 في عام 2007.', 'وقد فقدت العملة الأمريكية حوالي 18 بالمائة من قيمة صرفها مقابل اليور منذ شهر آذار/مارس الماضي.']"
"واشنطن 15-7 (اف ب)- علم من عددي صحيفتي ""فاينانشال تايمز"" و""وول ستريت جورنال"" على الانترنت مساء الجمعة ان المجموعة الاميركية ""جنرال ميلز"" ستشتري الشركة الاميركية ""بيلزبوري"" من المجموعة البريطانية العاملة في مجال المشروبات الروحية ""دياجيو"" بقيمة 10،5 مليار دولار.","['ب.', 'ب.', 'و', 'ب.""', 'ورحبت واشنطن الجمعة بقرار التأجيل.']"
وتتمثل عمادة الجامعة في قادة المجاهدين وعلى رأسهم أسامة بن لادن.,"['ونفى صدام أي علاقة بزعيم تنظيم القاعدة أسامة بن لادن الذي وصفه بالمتعصب.', 'وقال انها ستكون قادرة في القريب العاجل على توفير قدر أكبر من الحماية والامن لهؤلاء المشردين.', 'وتدعو ريم أسعد مدرسة مادة الاقتصاد الى استخدام نساء في تلك المتاجر.', 'وتحاول القوات الحكومية طرد مقاتلي حركة شباب المجاهدين والمسلحين المتحالفين معها من قواعدهم في مقديشو.', 'وتحاول القوات الحكومية طرد مقاتلي حركة شباب المجاهدين والمسلحين المتحالفين معها من قواعدهم في مقديشو.']"
نيجيريا/انفجار/حريق - لقي 18 شخصا مصرعهم عند انفجار انبوب نفط في جنوب شرق نيجيريا السبت بينما كانوا يشفطون النفط منه بطريقة غير قانونية.,"['وفي التاسع من يوليو/ تموز لقي ما يقل عن 34 شخصا مصرعهم واصيب 72 آخرون بجروح في انفجار سيارة مفخخة في مدينة تلعفر.', 'ويقع حقل غرب القرنة 2 في جنوب العراق بينما يمتد حقل مجنون الى الشرق منه وبالقرب من الحدود الايرانية.', 'فقد اسفر انفجار حافلة ركاب كان على متنها عدد كبير من الاطفال والنساء كانوا في طريقهم لحضور حفل زفاف في شمال غرب باكستان عن مقتل اكثر من 15 شخصا.', 'وكان التوتر قد تصاعد مؤخرا بين اليهود والفلسطينيين في المدينة منذ أن طردت اسرائيل عائلتين  فلسطينيتين من منزليهما وتهديدها بهدم عشرات المنازل التي تقول  انها بنيت بطريقة غير قانونية.', 'وكان انفجار استهدف سوقا في مدينة الصدر في شهر يونيو/حزيران الماضي قد اودى بحياة 72 شخصا.']"
"برلين 15-7 (اف ب) - افادت صحيفة الاحد الالمانية ""ويلت ام سونتاغ"" في عددها الصادر غدا، ان المستشار غيرهارد شرودر يرفض حصول المجموعة الاميركية ""جنرال ديناميكس"" على رخصة لتصنيع الدبابة الالمانية ""ليوبارد 2"" عبر شراء المجموعة الحكومية الاسبانية للاسلحة ""سانتا بربارة"".","['ب.', 'ب.', 'ب.""', 'وقال المسؤول الالماني الذي يقوم بزيارة للعاصمة التركية في مؤتمر صحفي عقده في انقره: ""دعوني اقول بلا مواربة إن كل الاتفاقات التي ابرمت بين تركيا والاتحاد الاوروبي ما زالت سارية، وإن الحكومة الالمانية الحالية ستحترم كل الالتزامات المترتبة على هذه الاتفاقات.', 'وقالت مخاطبة جمعا من الطلاب في احدى الجامعات بقطر: ""ما نراه اليوم ان الحكومة الايرانية، بما فيها المرشد الاعلى ورئيس الجمهورية والبرلمان، يجري استبدالها وان ايران تتحول تدريجيا الى نظام ديكتاتوري عسكري.']"
قال إنه يستكمل حرب الاستقلال.,"['فبعد اربعة عشر عاما من نهاية حرب الاستقلال المدمرة هناك مخاوف من اندلاع صراع جديد.', 'ويخشى الاكراد من قيام حكومة قومية عربية في بغداد بعد الانسحاب الامريكي قد تحاول القضاء على الاستقلال النسبي الذي يتمتع به الاكراد في مناطقهم منذ مابعد حرب الخليج عام 1991 .', '                           \u202dBBC Arabic\u202c - \u202eالشرق الأوسط\u202c - \u202eزعماء شمال وجنوب السودان يتوصلون لاتفاق\u202c                          content=""قال زعماء شمال وجنوب السودان الأحد إنهم توصلوا لاتفاق بشأن الإصلاحات الديمقراطية المتنازع عليها قبل الانتخابات التي ستجرى في العام المقبل والاستفتاء الذي سيجرى في جنوب البلاد بشأن الاستقلال.""', '/>                           الرئيسية          الشرق الأوسط   \t\t  العالم   \t\t  شارك برأيك   \t\t  اقتصاد وأعمال   \t\t  منوعات  \t \t\t  علوم وتكنولوجيا   \t\t  رياضة   \t\t  راديو وتلفزيون                   آخر تحديث:  \xa0الاحد, 13 ديسمبر/ كانون الأول, 2009, 13:11 GMT            زعماء شمال وجنوب السودان يتوصلون لاتفاق                 قال زعماء شمال وجنوب السودان الأحد إنهم توصلوا لاتفاق بشأن الإصلاحات الديمقراطية المتنازع عليها قبل الانتخابات التي ستجرى في العام المقبل والاستفتاء الذي سيجرى في جنوب البلاد بشأن الاستقلال.', '/>                            الرئيسية          الشرق الأوسط   \t\t  العالم   \t\t  شارك برأيك   \t\t  اقتصاد وأعمال   \t\t  منوعات  \t \t\t  علوم وتكنولوجيا   \t\t  رياضة   \t\t  راديو وتلفزيون                   آخر تحديث:  \xa0الثلاثاء, 19 يناير/ كانون الثاني, 2010, 19:02 GMT            البشير: السودان سيوافق على الانفصال                 قال الرئيس السوداني عمر البشير  إن السودان مستعد لقبول انفصال الجنوب في حال صوت سكان الجنوب لصالح الاستقلال السنة القادمة.']"
"وفي قرار استثنائي، سمحت له الامم المتحدة منذ كانون الاول/ديسمبر 1996 وبموجب اتفاق ""النفط مقابل الغذاء""، بتصدير كميات محددة من نفطه الخام لشراء المواد الاساسية والادوية.","['وهذه هي الزيارة الثانية للامين العام للامم المتحدة الى غزة منذ عملية ""الرصاص  المصبوب"" الجوية والبحرية التي شنتها اسرائيل من 27 ديسمبر/ كانون الاول 2008  الى 18 يناير/ كانون الثاني 2009.', 'وينتظر ان يحل الاتفاق الجديد الذي يتفاوض بشأنه وفدان امريكي وروسي منذ اكثر من ستة اشهر، مكان معاهدة ستارت-1 المبرمة في 1991 وانتهى العمل بها في  الخامس من شهر ديسمبر/ كانون الاول الماضي.', 'وتقول دام إنها علمت اثناء زيارتها الاخيرة الى العاصمة الافغانية في شهر ديسمبر/كانون الاول المنصرم بأن الملا برادر كان قد زار كابول في العام الماضي.', 'وعلينا ان نستفيد من هذه الفرصة لانجاز الاتفاق.&#34;               وحث بان جميع رؤساء الدول والحكومات على التوجه في الايام الاخيرة الى قمة الامم المتحدة التي تعقد في العاصمة الدنماركية من السابع الى الثامن عشر من ديسمبر كانون الاول.', 'واعربت الامم المتحدة عن مخاوفها من الخطة.']"
وتعقد منظمة تضامن الشعوب الافريقية والآسيوية ومركز البحوث العربية ندوة دولية في القاهرة بالتعاون مع 14 منظمة عربية وافريقية ومصرية. ووجهت الدعوات الى جماعات وشخصيات دولية ساهمت في مناهضة المنظمة العالمية للتجارة.,"['يقول التقرير: ""في صورة معبرة عن النظام العالمي الجديد، دشنت دول عربية  خطوات سرية بالتعاون مع الصين وروسيا وفرنسا لوقف استخدام العملة الأمريكية لتجارة  النفط"".', 'ولفتت المنظمة الى ان الادارة الحكومية المتضخمة والتي توظف مزيدا من الناس بهدف الاقلال من نسب البطالة العالية والترقية حسب الاقدمية وليس حسب الكفاءة وتدني اجور موظفي الدولة يجعل مهمة محاربة الفساد اكثر صعوبة.', 'ومضت قائلة ""واليوم اضحت المستوطنات متداخلة مع البلدات العربية لذلك يجب التفكير في الامر، ربما يتم نقل قسم من السكان من الطرفين الى مكان اخر بعد تنازلهم عن مكان سكنهم"".', 'ويناقش اللقاء سياسات محاربة الارهاب والجريمة المنظمة وكيفية ضبط الحدود العراقية وتبادل المعلومات مع بغداد لمساعدتها في حربها على الإرهاب ومحاولة تصفية الخلاف السوري العراقي.', 'تباين               ومع اختلاف تاثر اقتصادات الدول العربية بالازمة العالمية عن اقتصادات متقدمة كما في بريطانيا وامريكا واقتصادات صاعدة كما في الصين والهند، تتباين دول المنطقة في تاثرها.']"
ومن أبرز من أفتوا بتكفير البهائيين شيخ الأزهر السابق الدكتور جاد الحق علي جاد الحق.,"['وشرع في تنفيذ القانون على الرغم من اعتراض أصحاب هذه المحلات خشية إحجام الزبائن.', 'وشغل طنطاوي منصب شيخ الجامع الازهر منذ عام 1996 خلفا للشيخ جاد الحق علي جاد الحق.', 'ويُذكر أن هايتي هي أفقر دولة في الجزء الغربي من الكرة الأرضية.', 'ويُذكر أن هايتي هي أفقر دولة في الجزء الغربي من الكرة الأرضية.', 'من الواضح أن أي هجوم اسرائيلي على ايران سيلعب فيه سلاح الطيران الدور الأساسي.']"
* إذن هي محكمة خاصة؟,"['                           \u202dBBC Arabic\u202c - \u202eالعالم\u202c - \u202eالقادة الافارقة يتفقون على اقامة محكمة خاصة بدارفور\u202c                          content=""القادة الافارقة يتفقون على اقامة محكمة مختلطة تضم قضاة سوادنيين واجانب لمحاكمة المسؤولين عن اعمال العنف اقليم دارفور السوداني.""', '/>                            الرئيسية          الشرق الأوسط   \t\t  العالم   \t\t  شارك برأيك   \t\t  اقتصاد وأعمال   \t\t  منوعات  \t \t\t  علوم وتكنولوجيا   \t\t  رياضة   \t\t  راديو وتلفزيون                   آخر تحديث:  \xa0السبت, 31 أكتوبر/ تشرين الأول, 2009, 03:30 GMT            القادة الافارقة يتفقون على اقامة محكمة خاصة بدارفور                اتفق القادة الافارقة في اجتماعهم بالعاصمة النيجرية ابوجا على اقامة محاكم مختلطة تضم قضاة سوادنيين واجانب لمحاكمة المسؤولين عن اعمال العنف والقتل التي شهدها اقليم دارفور السوادني خلال السنوات الست الماضية.', 'يُشار إلى أن محكمة دولية خاصة كانت قد أنشئت للتحقيق بملابسات مقتل الحريري، وقد تم إنشاؤها بموجب قرار صادر عن مجلس الأمن الدولي في عام 2007، ومقرها الآن في مدينة لاهاي بهولندا، ومهمتها محاكمة المشتبه بهم بالجريمة.', 'وكان اكثر من مئة معارض قد مثلوا يوم السبت امام محكمة ثورية خاصة في طهران بتهم تشمل الشغب واتلاف الممتلكات العامة والتآمر.', 'وكان اكثر من مئة معارض قد مثلوا يوم السبت امام محكمة ثورية خاصة في طهران بتهم  تشمل الشغب واتلاف الممتلكات العامة والتآمر.']"
مستشفى فى بكين يعلن مغادرة جميع مرضى سارس من الاجانب بعد شفائهم شفائهم,"['وتم وضع الشيخ عيسى رهن الاقامة الجبرية ومنع من مغادرة البلاد.', 'ويعتقد ان كريسر الحقيقي يعمل في مستشفى في مدينة القدس.', 'ويعالج التلاميذ، اربعة منهم امريكيون واربعة بريطانيون، في مستشفى في بكين ويقال ان حالتهم مستقرة.', 'فمن جهة يعلن تجميد الاستيطان، ومن جهة اخرى يشجع على بناء مستوطنات معزولة؟"".', 'وقال كامبل في شهادته ان بلير لم يطلب منه مطلقا القيام بعمل مخالف.']"
وكان العقيد محمد لبيب رئيس مجلس إدارة الاتحاد المصري للشطرنج ورئيس بعثة الشطرنج لدورة الألعاب الأفريقية واللاعب الدولي عصام علي أحمد عضو المنتخب توفيا نتيجة إصابتهما بمرض التهاب السحايا أثناء وجودهما في العاصمة النيجيرية أبوجا ضمن البعثة المصرية لدورة الألعاب الأفريقية التي استمرت من 4 إلى 18 أكتوبر الجاري.,"['وأشار البيت الأبيض في بيانه إلى أن اوباما أبلغ رئيس اللجنة الأولمبية الأمريكية لاري بروبست أنه سيكون مشغولا في العمل على اصلاح النظام الصحي عند اختيار المدينة المنظمة لاولمبياد خلال اجتماع اللجنة الاوليمبية الدولية في الثاني من أكتوبر/  تشرين الاول في العاصمة الدنماركية.', '""في وقت سابق من هذا الاسبوع تبين ان سيدة امريكية، استخدمت الاسم الحركي ""جهاد جين"" على الإنترنت، موجودة في السجن منذ أكتوبر/ تشرين الاول، وكانت قد اتهمت بمحاولة السفر إلى السويد لقتل رسام الكاريكاتير الذي أثار غضب المسلمين بعد أن صور النبي محمد في رسوم مسيئة"".', 'وجاءت هذه المباراة ضمن استعدادات المنتخب المصري للمباراة الفاصلة التي ستقام في الرابع عشر من الشهر الجاري مع المنتخب الجزائري في القاهرة ضمن تصفيات التأهل لنهائيات كأس العالم وكأس الأمم الافريقية في جنوب افريقيا وانجولا عام 2010.', '&#34;من مصلحة الصين ألا تخلق أوضاعا يمكن أن تؤدي إلى الحمائية&#34;                      مفوض الاتحاد الأوروبي للشؤون الاقتصادية                 فعلى مدار الأشهر الثمانية عشرة الماضية استمرت العملة الصينية محددة أمام الدولار المتناقص القيمة، بما أدى إلى الإضرار بالصادرات الأوروبية إلى الصين، حيث احتفظ اليوان بميزة تنافسية من حيث السعر.', 'وقد تعهد رئيس الاتحاد سمير زاهر كتابة، بتوفير جميع سبل  الأمن لبعثة المنتخب الجزائري قبل المباراة المرتقبة بين منتخبي البلدين السبت في  الجولة الأخيرة من التصفيات الأفريقية المؤهلة لنهائيات كأس العالم 2010 بجنوب  أفريقيا 2010 وحتى مغادرتها مطار القاهرة الدولي بعد المباراة.']"
"وتابع ""بعد اشرافي على تدريبات الفريق سأحدد مراكز الضعف وسأسعى الى التنسيق مع المسؤولين في النادي لضم بعض اللاعبين الذين احتاج اليهم لاتمكن من تطبيق اسلوبي التدريبي"".","['وستجري خلال اجتماع الحكومتين، الذي يعد الثاني من نوعه بعد اجتماع في اسرائيل قبل عامين، مناقشة عدد من المسائل الهامة مثل المسألة الايرانية، كما تهدف الى التأكيد على متانة العلاقات بين البلدين.', 'وجاء في البحث انه من ""الصعب العثور على دليل ثابت وملموس على العلاقة بين التغيرات المناخية  والظروف المناخية القاسية التي تشهدها بعض المناطق في العالم لكن الابحاث تشير الى احتمال وقوعها"".', 'وقد اعلنت الامم المتحدة انه تم استبدال 200 من كبار المسؤولين الذين اتهموا بالتواطؤ مع اعمال التزوير التي افيد بوقوعها في مراكز الاقتراع.', 'وعلى الرغم من رفضها المقترح الرئيسي الذي تقدمت به الوكالة، كانت طهران قد اشارت الى ان اتفاقا مع الوكالة لا يزال ممكنا بعد ادخال تعديلات على ما تقدم به المجتمع الدولي.', 'وعلى الرغم من رفضها المقترح الرئيسي الذي تقدما به الوكالة، كانت طهران قد اشارت الى ان اتفاقا مع الوكالة لا يزال ممكنا بعد ادخال تعديلات على ما تقدم به المجتمع الدولي.']"
